UNITID,Year,INTUTIONFEE,OUTTUTIONFEE,BOOKSUPPLY,ONCAMROOM,ONCAMOTHEXP,OFFCAMROOM,OFFCAMOTHEXP
129941,2019,40440,40440,1000,16852,1746,13382,2580
130183,2019,16610,16610,1200,11600,4250,8000,4250
130226,2019,49280,49280,800,14940,2000,14760,2500
130253,2019,43070,43070,1200,15960,2650,10462,3150
130314,2019,40286,40286,1200,11771,1400,10866,2144
130493,2019,11446,24406,1400,13270,1566,10910,3924
130590,2019,59050,59050,1000,15300,1500,15300,1500
130697,2019,57334,57334,1200,15724,1465,.,.
130776,2019,11344,24304,1300,13452,2250,13452,2250
130794,2019,55500,55500,1050,16600,3495,.,.
130934,2019,8258,17294,2000,11984,2450,13494,5888
130943,2019,14280,35710,1000,13208,1800,13208,1800
130989,2019,24780,24780,1032,8482,6506,7049,6506
131098,2019,26756,26756,2000,11864,2400,11864,2400
131159,2019,49889,49889,800,16096,909,16096,909
131283,2019,47746,47746,1000,15260,3150,15260,3150
131450,2019,17038,17038,1600,14928,5600,14928,5600
131469,2019,56935,56935,1400,14300,1525,14300,1525
131496,2019,56058,56058,1200,16466,2556,.,.
131520,2019,27206,27206,1900,14365,2500,.,.
131876,2019,24630,24630,1060,10750,2230,12180,2770
132408,2019,11700,11700,1050,4612,2000,10020,2000
132471,2019,30014,30014,1500,11474,4410,11400,6434
132602,2019,14814,14814,1450,9462,4500,9600,5800
132657,2019,38930,38930,800,12370,5643,13035,7235
132879,2019,16710,16710,1000,7950,2230,12296,4080
132903,2019,6368,22467,1200,10010,4970,10010,4970
133553,2019,36868,36868,1400,11746,4710,11746,4710
133650,2019,5785,17725,1138,10986,5524,9696,6476
133669,2019,4879,17324,1248,11950,7382,11716,8460
133711,2019,19500,19500,1100,12060,3600,10200,3600
133872,2019,12840,12840,2310,6126,4640,11270,4640
133881,2019,42470,42470,1200,12880,3600,12880,3600
133951,2019,6565,18963,1350,11136,4814,12584,5702
133979,2019,16236,16236,2500,7776,4000,10500,5000
134079,2019,37640,37640,1250,11860,2850,11860,2850
134097,2019,5656,18786,1000,10780,5010,10780,5010
134130,2019,6381,28659,850,10220,3760,10220,3760
134510,2019,6940,6940,500,6680,2600,6680,2160
134945,2019,38140,38140,1600,14330,2330,12490,2330
135726,2019,51930,51930,1000,14658,3318,18238,3318
136172,2019,6389,20793,1200,9720,4070,10938,4055
136215,2019,32110,32110,1728,12870,6259,11430,9175
136330,2019,32500,32500,1066,10410,7090,9565,7925
136950,2019,51700,51700,716,14450,3160,8610,2790
137032,2019,23750,23750,1056,13110,2928,6840,2872
137272,2019,23100,23100,800,12100,4000,.,.
137351,2019,6410,17324,1100,11836,4100,9920,4100
137476,2019,32000,32000,850,11700,4896,11764,5856
137546,2019,47630,47630,1200,13868,3000,13868,3000
137564,2019,26620,26620,1600,10030,4080,7476,2400
137777,2019,13250,13250,900,8000,4500,11000,6000
137847,2019,29992,29992,1500,11136,4130,7000,4630
138275,2019,22850,22850,500,8860,2500,8670,7350
138293,2019,27674,27674,1304,9698,4960,8858,4960
138354,2019,6360,19241,1600,10062,2300,10062,2100
138600,2019,42690,42690,1000,12670,1145,2500,1145
138716,2019,5934,16656,1440,8980,3280,11140,4170
138868,2019,21185,21185,2500,8500,2000,4881,2000
138947,2019,23144,23144,1500,11238,3312,.,.
139144,2019,37246,37246,1000,13070,2224,10344,4084
139153,2019,10150,10150,1000,10310,1000,10200,2000
139199,2019,31084,31084,1300,12500,2750,10218,4100
139311,2019,5538,16260,2074,10960,2718,9999,2718
139366,2019,6241,17295,1350,10977,3500,9588,4200
139393,2019,35640,35640,1170,10660,1950,7000,1950
139658,2019,53804,53804,1224,14972,2604,14972,2604
139719,2019,5772,16494,1500,8372,5000,8000,500
139755,2019,12682,33794,800,12090,4060,14830,4060
139764,2019,5500,16222,1200,8280,4948,6616,4948
139861,2019,9526,28710,1500,13052,4773,14054,5406
139931,2019,6463,17518,1200,10030,5804,8326,5804
139940,2019,9286,24517,2000,14958,3481,11240,4896
139959,2019,12080,31120,990,10314,4066,8392,4650
140234,2019,31540,31540,1000,11970,2850,13634,3050
140252,2019,13101,13101,2400,14400,9600,14400,9600
140447,2019,37808,37808,1200,12036,2778,12036,2778
140818,2019,26692,26692,1544,10524,2890,9700,2890
140872,2019,24300,24300,1400,9800,6200,8400,6200
140951,2019,38075,38075,2070,15162,3654,11712,3654
140960,2019,5743,16204,1600,7762,2150,7762,2450
140988,2019,22370,22370,1200,9400,2160,10450,6501
141167,2019,16940,16940,2000,7040,2200,5320,2200
141237,2019,21122,21122,1600,7852,3500,7852,3500
141264,2019,6583,17638,1200,8272,4690,8950,4690
141325,2019,23970,23970,1261,10060,2000,10060,2000
141334,2019,6395,17450,1500,10340,7294,10340,7294
141361,2019,29367,29367,0,11326,3449,4028,3782
141486,2019,26134,26134,1600,14184,2413,13554,2413
141565,2019,7792,20752,1058,8248,3574,15302,6788
141574,2019,12186,34218,1058,13366,3213,13366,3213
141644,2019,27500,27500,1200,18700,2240,18700,2240
142115,2019,8068,24988,1200,11246,3786,9760,4318
142276,2019,7872,24168,1000,7454,5921,8280,5921
142285,2019,8304,27540,1130,9080,3306,9080,3306
142294,2019,31755,31755,1200,10649,2200,7500,2200
142461,2019,31050,31050,1290,7990,2660,8900,3720
143048,2019,50920,50920,1770,15190,2000,9900,2000
143118,2019,25060,25060,1000,9866,2872,3858,3520
143358,2019,34610,34610,1200,10940,2240,10940,2240
144005,2019,11366,18734,1800,8724,4451,8724,4451
144050,2019,60552,60552,1800,17004,2175,.,.
144281,2019,27756,27756,1600,16000,2856,16000,2856
144351,2019,32880,32880,1200,9996,1400,5850,1700
144740,2019,41202,41202,1104,14736,2364,14736,2364
144892,2019,11989,14269,150,10030,2484,9596,2484
144962,2019,37754,37754,1200,10510,2585,5500,3645
145336,2019,10070,17582,1000,9181,3000,11638,3000
145372,2019,27910,27910,950,9548,2914,6842,6410
145600,2019,13874,27566,1400,12479,3628,12479,3628
145619,2019,34290,34290,1510,11126,3080,10672,4364
145637,2019,15122,32264,1200,11480,2500,.,.
145725,2019,49280,49280,1250,13582,4150,10800,5368
145813,2019,14832,26356,802,9850,5640,8172,6941
146339,2019,29870,29870,1270,10290,2450,8000,2000
146481,2019,48424,48424,1000,10676,2750,10676,2750
146612,2019,33430,33430,1500,10820,2230,7000,2618
146667,2019,13590,13590,1000,7564,5351,6843,5773
146676,2019,19000,19000,1261,7900,2778,5826,5005
146719,2019,45543,45543,1200,14780,1600,11808,1600
147013,2019,31640,31640,1000,9920,2550,7500,3250
147129,2019,17560,17560,2300,12800,8250,13950,8250
147244,2019,37054,37054,1000,11818,2100,11818,2100
147369,2019,13290,13290,932,10674,4502,11580,4333
147660,2019,40040,40040,1200,11456,1630,9420,6262
147679,2019,31030,31030,1000,9720,2700,9720,3200
147703,2019,14610,14610,1400,10880,2090,10880,2090
147767,2019,56691,56691,1638,17019,3306,17019,3306
147776,2019,11462,21161,2400,10518,6309,4212,6309
147828,2019,37070,37070,1000,8000,2700,12550,1000
148131,2019,30450,30450,1250,10500,2150,8960,3150
148335,2019,29400,29400,1500,13965,3459,6894,5181
148405,2019,32100,32100,1200,9494,3460,7750,3900
148487,2019,30876,30876,1200,13223,4400,8600,7700
148496,2019,34420,34420,1200,10549,1372,10549,1372
148584,2019,34000,34000,800,10010,3000,7200,4120
148627,2019,34380,34380,1200,11430,2054,7578,3258
148654,2019,11813,21338,1200,9760,2700,.,.
149222,2019,14904,29360,1100,10622,2941,10622,2941
149231,2019,12219,12219,915,9881,2906,9881,2906
149329,2019,14500,14500,200,.,3800,11992,3800
149505,2019,31175,31175,1100,9950,2800,6570,3980
149514,2019,33028,33028,1200,10800,3020,10800,3020
149772,2019,13256,13256,1200,9800,2292,9800,4112
149781,2019,37700,37700,800,10630,2000,10630,2000
150066,2019,31230,31230,1200,10040,2800,6000,2800
150136,2019,10020,26800,1384,10870,2688,10534,2688
150145,2019,29170,29170,1254,9160,2822,6844,6316
150163,2019,42360,42360,1000,15540,3050,15540,3050
150455,2019,47380,47380,1200,10885,1800,10885,1800
150534,2019,37466,37466,1200,12770,2240,12000,3010
150604,2019,32970,32970,1200,10244,3000,9200,4800
150668,2019,34540,34540,1220,10760,2370,8920,2370
150677,2019,26262,26262,1000,9316,1000,8000,3200
150941,2019,26846,26846,1000,8754,2374,8650,1350
151102,2019,8589,20622,1240,9620,3417,9620,3417
151111,2019,9701,30710,1110,10000,2494,10000,4064
151263,2019,30976,30976,1140,10600,3304,9324,4348
151290,2019,27440,27440,0,10252,4284,7689,5410
151306,2019,8546,19856,1200,9374,2700,10600,3300
151324,2019,9236,20160,1200,10800,2380,10800,2824
151342,2019,7527,19978,1110,9146,2494,7932,4064
151351,2019,10947,36512,1110,10830,2770,10830,2770
151379,2019,7527,19978,1110,10388,2494,7932,4064
151777,2019,33624,33624,1000,9842,1488,6461,3342
151786,2019,35000,35000,1200,10960,3808,8361,3964
151801,2019,27296,27296,1384,8768,2084,7032,2700
152080,2019,55553,55553,1050,15640,1950,15640,1950
152099,2019,24300,24300,1458,10400,3816,7106,3816
152318,2019,51927,51927,1500,15414,1560,15414,1560
152336,2019,31480,31480,1200,9840,2500,7640,3000
152381,2019,30500,30500,1600,11240,3040,5450,3609
152390,2019,43900,43900,1100,13020,1400,7750,2150
152530,2019,35305,35305,1100,9950,2400,7960,2400
152567,2019,32810,32810,1200,11110,3500,6800,3500
152600,2019,41820,41820,1200,12260,1620,8900,1620
152992,2019,32202,32202,1320,9384,3744,8736,3744
153001,2019,35194,35194,999,9872,2310,6973,6251
153126,2019,34670,34670,1330,10000,3360,10000,3360
153250,2019,31770,31770,1110,10020,3500,10860,4460
153269,2019,42840,42840,1100,10848,3700,10848,3700
153278,2019,35570,35570,950,10210,900,10210,3790
153320,2019,17298,17298,1305,6970,3205,6970,3205
153366,2019,30420,30420,1400,9100,2904,9100,2904
153375,2019,30508,30508,836,9704,2898,9704,3640
153603,2019,9320,24508,1041,9149,2430,9149,2430
153621,2019,25424,31530,1315,10865,3116,7765,3116
153658,2019,9606,31569,950,11400,2850,9424,3306
153825,2019,35218,35218,1100,8425,2011,8425,2011
153861,2019,16530,16530,1000,7400,3800,7400,3800
154004,2019,32720,32720,1300,9840,2800,9840,2800
154013,2019,33862,33862,1320,9915,3780,6106,6564
154095,2019,8938,21222,900,9160,2296,9160,2296
154101,2019,32300,32300,1250,9600,2750,9600,2750
154235,2019,31812,31812,1320,11024,3282,10026,6594
154350,2019,40666,40666,1238,8820,3284,8820,4206
154493,2019,31685,31685,1560,8706,3286,8706,3286
154518,2019,22352,22352,1348,7618,3176,7618,3176
154527,2019,43930,43930,1100,9280,1300,9280,1300
154590,2019,26100,26100,1278,7072,4556,6224,5404
154688,2019,29880,29880,1200,8350,5100,8250,5100
154712,2019,30530,30530,1200,10450,4200,7570,4000
155025,2019,6797,20714,1000,9408,3518,9408,3518
155061,2019,5280,15360,1000,8210,4246,8210,4246
155070,2019,20400,20400,1200,9650,3000,8000,3000
155089,2019,29394,29394,1500,7980,4000,7980,4000
155317,2019,11166,28034,1212,11318,3134,9690,3134
155335,2019,31906,31906,1268,8646,3964,11096,3964
155399,2019,10440,26316,924,9870,4080,8098,4080
155511,2019,30077,30077,1420,9063,3438,8530,7876
155520,2019,31786,31786,1514,9012,6454,9450,8380
155627,2019,30805,30805,1100,10995,2990,9250,2990
155681,2019,7338,18682,1000,7996,3918,7515,4546
155812,2019,29880,29880,2550,8540,1970,7060,1970
155900,2019,31650,31650,1000,8110,6317,6843,7420
155937,2019,27300,27300,1220,8442,3516,9060,3516
155973,2019,29360,29360,1200,9975,3705,7000,9000
156082,2019,8704,19456,1000,9399,3600,11132,3600
156125,2019,8298,17480,1250,12620,3270,10552,3270
156213,2019,30952,30952,1330,7536,2982,5605,3510
156286,2019,42830,42830,752,9420,6688,9420,6688
156356,2019,23500,23500,3000,9940,2000,11500,2000
156365,2019,25400,25400,1200,8000,5046,7300,6408
156541,2019,9875,9875,1400,9300,3690,8281,6063
156620,2019,9876,19948,1200,10476,2800,10476,4600
156745,2019,39810,39810,1250,10160,2298,8478,4248
157058,2019,8090,11940,1300,6690,998,6328,1937
157085,2019,12360,30680,1000,13210,4358,13210,4358
157100,2019,20596,20596,1200,8480,4900,8480,11170
157216,2019,25350,25350,1000,9425,5243,11000,5243
157289,2019,11928,27954,1200,9452,6318,8530,7420
157377,2019,24850,24850,1200,8600,7000,8600,7000
157386,2019,9290,13876,1440,9490,2612,9896,2914
157401,2019,9168,24792,1260,9466,3800,10390,4570
157447,2019,10296,20256,800,10046,2500,10046,5364
157535,2019,21550,21550,2000,7950,3040,7950,3040
157748,2019,20796,20796,1700,7450,1500,2460,1500
157757,2019,25200,25200,1650,7900,5437,10920,6540
157793,2019,12870,12870,1800,10485,3889,5791,7769
157809,2019,32090,32090,1261,9000,3160,6844,6318
157863,2019,27950,27950,1470,7500,4030,7500,4030
157951,2019,10802,26496,1000,8432,2035,8432,4080
158477,2019,37310,37310,1300,13670,3020,9450,3920
159009,2019,7683,16706,1800,10990,4230,9656,5130
159391,2019,11962,28639,1038,12276,7686,14510,7686
159568,2019,17500,17500,1400,5274,3730,9072,3730
159647,2019,10185,19098,1242,7155,3759,8874,5031
159656,2019,40842,40842,1276,12936,1966,12936,1966
159717,2019,8102,16140,1300,8624,4230,9656,5130
159939,2019,8772,13608,1300,9304,4440,10030,5280
159948,2019,9100,9100,960,5975,3600,14840,4300
159966,2019,7898,8991,1300,10038,4302,9656,5202
159993,2019,8974,21074,1300,7855,4040,9656,4880
160038,2019,8768,19556,1300,9569,4230,9656,5130
160065,2019,14720,14720,1300,10749,4230,9656,3958
160612,2019,8329,20807,1300,8830,4230,9656,5130
160621,2019,9141,16491,1300,9176,3975,9800,4200
160630,2019,7169,16070,1300,9040,4230,9656,5130
160658,2019,10382,24110,1300,10708,4230,10990,5130
160755,2019,56800,56800,1200,15774,1110,15774,1110
160904,2019,25055,25055,1300,10000,2130,9656,2130
160959,2019,43542,43542,600,9747,1080,5220,1080
161253,2019,11438,31748,1000,10966,2200,10966,2200
161299,2019,13792,27820,1000,10516,2900,10516,2900
161457,2019,38750,38750,1400,14410,2750,9700,3650
161509,2019,36424,36424,1250,12770,2100,8100,2100
161518,2019,36720,36720,1200,14090,1700,7200,2700
161554,2019,9226,22050,600,9956,3000,9956,3000
161563,2019,27720,27720,800,11420,2200,6500,2800
161572,2019,30000,30000,500,11030,1350,6060,1350
162007,2019,8444,19136,2500,11476,1600,13746,1600
162061,2019,26308,26308,1600,12754,3200,18198,3920
162210,2019,24800,24800,1200,9616,1100,2226,1411
162283,2019,8964,15361,800,10655,3386,6498,3686
162584,2019,9410,23510,1500,10682,3058,10682,3058
162654,2019,45250,45250,1200,14900,2700,10000,2700
162760,2019,41060,41060,1248,12880,3262,12066,3262
162928,2019,55350,55350,1250,16310,1118,12235,1118
163046,2019,50100,50100,1250,14710,1600,8010,1690
163268,2019,12028,27662,1600,12350,3052,14422,3952
163286,2019,10779,36891,1250,13315,2522,14434,4202
163295,2019,50330,50330,1500,13720,1525,10620,1525
163338,2019,8558,18968,2000,10085,4050,11136,4050
163453,2019,8008,18480,2000,10114,3565,12902,3565
163462,2019,42590,42590,1300,13330,1400,7500,2300
163532,2019,12400,12400,250,6600,4000,14370,4100
163578,2019,38340,38340,1240,12200,1700,14081,2410
163851,2019,10044,20110,1300,12360,2700,12360,2700
163912,2019,15124,31200,800,13595,1628,13595,1628
163976,2019,35635,35635,630,12986,750,12986,750
164076,2019,10198,24334,1080,12846,3350,12846,3350
164173,2019,37142,37142,1600,13624,2900,8400,3300
164270,2019,44540,44540,1200,11772,1720,7000,2170
164368,2019,42500,42500,1000,18500,3750,21250,1000
164447,2019,36930,36930,1200,14520,1870,4730,3610
164492,2019,38630,38630,1000,14580,1000,6012,2000
164562,2019,42316,42316,1000,13128,1800,13128,1800
164580,2019,52608,52608,1144,16776,1850,16776,1850
164632,2019,35081,35081,1600,12799,1900,3500,2400
164720,2019,40150,40150,960,13800,3200,5842,6554
164739,2019,51830,51830,1300,16960,1230,16960,1230
164748,2019,45660,45660,474,18640,2170,14526,2170
164872,2019,21924,21924,1200,14750,3100,15350,3100
164924,2019,57910,57910,1250,14826,1900,11550,1900
164988,2019,55892,55892,1000,16160,1950,15720,1950
165015,2019,57561,57561,1000,16080,1500,12500,1500
165024,2019,10732,16872,800,13300,2644,12576,3544
165334,2019,47200,47200,800,9480,950,9170,1050
165529,2019,41230,41230,1100,15620,2200,9850,2650
165644,2019,26568,26568,0,9870,6192,9870,6192
165662,2019,49432,49432,1150,18400,3240,15750,3240
165671,2019,41448,41448,880,15444,2471,15444,2471
165699,2019,34200,34200,1238,15661,2000,11592,2000
165802,2019,31992,31992,2000,16244,3200,10000,3200
165820,2019,10610,16690,1200,11250,2100,9800,2500
165866,2019,11100,17180,1200,12604,2380,12604,2380
165936,2019,38650,38650,800,11250,1400,11250,2000
166027,2019,51925,51925,1000,17682,3193,.,.
166054,2019,22490,22490,600,16192,2000,18500,2100
166391,2019,37000,37000,1000,16000,2500,8000,2500
166452,2019,28875,28875,1500,16320,3550,6725,4000
166513,2019,15648,33574,1200,13060,1424,5650,1924
166629,2019,16389,35710,1000,13004,1400,13004,1400
166638,2019,14613,35075,800,16902,2972,14100,2972
166656,2019,34650,34650,1256,17568,3428,17568,3428
166674,2019,13700,38400,2000,14100,900,14100,900
166683,2019,53790,53790,820,16390,2160,.,.
166692,2019,10018,25752,1500,13034,4050,.,.
166850,2019,43340,43340,1000,16320,1450,16320,1450
166939,2019,52258,52258,1000,15320,1000,12200,1000
167057,2019,50460,50460,500,16500,2900,16500,2900
167260,2019,35940,35940,1400,14250,2200,6500,2700
167288,2019,10930,19875,1200,11271,3232,9226,3232
167358,2019,53506,53506,1000,16930,1800,16930,1800
167394,2019,37000,37000,1150,13600,2416,9814,2916
167455,2019,31600,31600,800,13830,2000,13830,2000
167598,2019,42650,42650,1100,15790,2065,16000,3065
167729,2019,11128,17994,1200,14052,1784,10564,3660
167783,2019,42070,42070,1280,15200,2550,15200,2550
167835,2019,54224,54224,800,18130,2015,8273,2015
167899,2019,39305,39305,1100,12930,2250,12930,2250
167987,2019,14358,30103,1200,14647,1572,10000,2072
167996,2019,44420,44420,893,16620,1607,12000,1345
168005,2019,40104,40104,1200,17462,2450,19585,3000
168148,2019,58578,58578,1000,15086,1536,15086,1536
168227,2019,34970,34970,1500,14526,3750,14526,3750
168254,2019,37990,37990,1305,14034,2060,9730,3300
168263,2019,10849,16929,1070,11453,2672,11453,2672
168342,2019,57280,57280,800,14990,2450,.,.
168421,2019,52320,52320,1000,15302,1200,14774,1200
168430,2019,10161,16241,1368,12360,1700,5400,2200
168528,2019,37809,37809,1900,11720,3400,11720,3400
168740,2019,30158,30158,1100,9300,1100,11050,4400
168786,2019,33854,33854,930,9598,1782,6222,2484
168847,2019,9920,9920,1000,5900,4800,7700,4800
169080,2019,36300,36300,1300,10600,2700,10600,2700
169248,2019,12960,24120,1000,10328,1080,10328,1080
169327,2019,20550,20550,1404,10500,1230,4704,1908
169363,2019,30205,30205,1800,10830,2800,10830,2800
169442,2019,45815,45815,1900,7750,2944,7750,2944
169479,2019,19338,19338,904,10068,2870,6425,4014
169716,2019,28840,28840,1240,9990,2578,9926,7594
169798,2019,13758,13758,1000,10370,2438,10046,3150
169910,2019,12068,12068,859,10042,682,8722,1603
169983,2019,44380,44380,1100,8400,4200,8400,4200
170000,2019,14350,14350,600,8100,2032,7290,2730
170037,2019,25360,25360,800,9630,2360,9630,2360
170082,2019,12860,18296,740,9400,2040,6416,2040
170286,2019,28368,28368,1200,11390,2000,11390,2000
170675,2019,35280,35280,1536,10540,4490,10540,4490
170806,2019,23100,23100,1360,11450,2690,11450,3510
170967,2019,23996,23996,1776,8580,858,4704,1536
170976,2019,15558,51200,1048,11996,2454,11996,2454
171100,2019,14460,39766,1108,10522,3040,10522,3040
171128,2019,15960,35196,1200,11004,2378,11004,2378
171146,2019,12202,23502,1000,9092,2016,7200,3978
171456,2019,11255,16751,760,10774,2016,10774,2626
171492,2019,28080,28080,1240,10790,2920,10422,4340
171571,2019,13346,24710,784,10806,2434,6876,4888
171881,2019,22886,22886,800,7570,1912,6849,2600
172033,2019,20495,20495,1638,10995,4322,12824,2220
172051,2019,10814,25401,1059,10411,1189,10411,3443
172264,2019,27152,27152,1000,10990,1664,10990,1664
172334,2019,29630,29630,800,10260,1780,10260,1780
172644,2019,13517,28887,1246,10382,2341,10382,5329
172699,2019,13017,16041,987,10567,2500,10567,2500
173045,2019,39955,39955,1200,10556,2500,16820,2500
173124,2019,8940,8940,890,8660,3000,8660,3000
173160,2019,38460,38460,1270,10780,2690,7260,5410
173328,2019,22800,22800,2000,9200,2000,9200,2000
173452,2019,15870,15870,800,6260,4300,6260,4300
173665,2019,42774,42774,690,10592,1200,10592,1200
174066,2019,15027,33325,1000,10358,2434,10358,2434
174127,2019,40396,40396,3060,8156,2152,8156,2152
174233,2019,13680,18880,1200,8374,2320,8374,2320
174358,2019,8954,16586,1000,9560,3486,9560,3486
174437,2019,25090,25090,1550,7780,3224,7780,3224
174491,2019,32210,32210,500,9660,2060,6170,2760
174783,2019,8656,16948,1200,8900,2600,8900,2600
174792,2019,46546,46546,1000,10526,1500,10526,1500
174817,2019,36670,36670,1600,9350,1700,9350,1700
174862,2019,26970,26970,1316,8930,4562,8930,6154
174899,2019,38282,38282,1150,10088,2346,10088,2346
174914,2019,45780,45780,1000,11162,2516,9536,2516
175005,2019,40984,40984,1000,9300,2350,9300,2350
175078,2019,8874,8874,1200,8278,2930,8278,2930
175272,2019,9666,15766,900,9098,2640,9098,2640
175342,2019,7290,7290,1586,10374,5016,10374,6840
175421,2019,26202,26202,650,8800,1000,6000,1000
175430,2019,14100,14100,1200,7100,3425,7100,4140
175616,2019,7671,7671,1500,7908,3800,5908,4700
175856,2019,8445,9445,1400,9702,5233,6167,5233
175980,2019,41314,41314,1200,14210,1800,14058,1942
176017,2019,8828,25100,1100,10734,5100,10734,5100
176035,2019,7525,7525,1600,7648,4115,7900,4115
176044,2019,6746,6746,2000,7998,3571,7815,5360
176053,2019,18800,18800,1500,10610,4402,11035,4544
176080,2019,8910,23950,1200,10436,5358,10436,5358
176372,2019,8896,10896,1500,10937,3336,9600,4346
176406,2019,10861,10861,1400,6400,4440,6400,4440
176479,2019,12750,12750,1200,6272,3417,6272,3417
176628,2019,20500,20500,1088,8764,2090,9920,3250
176664,2019,14250,14250,800,7500,3000,5500,3000
176789,2019,11164,11164,794,5400,1695,11375,10500
176965,2019,7969,14715,1250,8962,2450,8962,2450
177065,2019,23498,23498,1272,8400,4384,8384,6528
177144,2019,27205,27205,1100,8695,3600,8900,5050
177214,2019,29665,29665,1200,8194,3200,6290,3200
177339,2019,24327,24327,1096,8522,4139,5202,4464
177418,2019,27260,27260,1000,10134,4796,7998,6338
177542,2019,23590,23590,770,8300,3238,8228,5120
177940,2019,7910,14898,2000,7282,3052,6994,3342
177968,2019,18100,18100,1250,9200,2750,13160,3575
178059,2019,28470,28470,1800,10088,8984,9000,11536
178208,2019,8290,8290,1248,7850,3360,10557,4662
178244,2019,28220,28220,1298,10200,2834,7159,3837
178341,2019,6803,13606,827,7137,3338,6843,3978
178369,2019,21100,21100,2950,9400,2130,8100,4930
178387,2019,8225,14135,1000,9125,2665,9125,2665
178396,2019,10477,28348,1260,10508,4952,10508,4952
178402,2019,9915,24603,862,11796,3848,10626,4552
178411,2019,9936,27484,676,10420,2262,.,.
178420,2019,10170,27342,1000,10340,4580,10218,6318
178615,2019,8120,15314,1000,9012,3800,9012,3800
178624,2019,8238,14020,400,9022,2575,9022,2575
178721,2019,11190,11190,1560,8480,3500,6400,4300
179043,2019,38760,38760,1530,9690,4535,12235,4535
179159,2019,45424,45424,1200,12600,3644,12600,3644
179326,2019,24578,24578,1500,7820,2000,7884,2000
179548,2019,22700,22700,2200,10632,3080,5000,4080
179557,2019,7800,13830,631,9267,4708,9267,4708
179566,2019,7588,15898,1288,9128,3855,9128,3855
179867,2019,55292,55292,1126,16900,3592,16900,3592
179894,2019,28700,28700,1000,11120,5812,9448,9380
179955,2019,34450,34450,800,10130,3868,12843,4600
179964,2019,24830,24830,1300,9890,6318,6842,6318
180106,2019,36280,36280,1250,10036,3272,10036,3272
180179,2019,5933,19257,1550,7420,4640,7420,4640
180258,2019,26242,26242,1000,9466,4000,7900,5700
180416,2019,7440,22600,1350,9854,4164,9854,4164
180461,2019,7325,25855,1450,10300,3738,10300,3738
180489,2019,7354,26218,1100,9966,3248,9966,3948
180522,2019,5955,18665,1400,6470,3200,7700,3200
180595,2019,29552,29552,1300,8452,3270,8451,3270
180814,2019,7851,7851,1350,8940,3069,13536,3069
180832,2019,14040,14040,790,7068,2914,8330,2914
180948,2019,7556,7586,1800,7820,5270,7820,5270
180984,2019,33490,33490,1000,8850,2440,8850,2440
181002,2019,41400,41400,1200,11274,2800,11274,2800
181020,2019,35300,35300,1000,9800,4370,.,.
181127,2019,31560,31560,76,9990,3794,8990,3794
181215,2019,7752,13854,952,10452,4496,10452,4496
181297,2019,16284,16284,1300,9604,5082,11774,6474
181330,2019,34040,34040,1020,8914,2184,7942,3156
181394,2019,7980,21244,1162,9920,3688,9920,3688
181446,2019,35564,35564,1000,10172,3500,11048,3500
181464,2019,9522,25828,1044,11830,3320,11830,3320
181534,2019,7704,7704,1200,9088,2944,9088,2944
181604,2019,20750,20750,848,7850,2934,10548,3654
181738,2019,24620,24620,1600,7170,3210,9090,3690
181783,2019,7202,12662,1200,8270,3080,8270,3080
181853,2019,19310,19310,300,8450,2750,7620,2750
182281,2019,8291,23342,1250,10892,4288,9998,6380
182290,2019,8034,23086,1300,11960,4370,11960,4370
182458,2019,35508,35508,1600,13892,2000,13892,2000
182634,2019,43646,43646,2000,14978,1000,14082,1000
182670,2019,57638,57638,1100,16374,2040,.,.
182795,2019,39100,39100,1300,13900,2200,13900,3200
182980,2019,38670,38670,1000,15915,2000,14000,2250
183026,2019,31136,31136,1200,12800,6742,10218,9532
183044,2019,18879,35409,1000,11942,2651,11942,2651
183062,2019,14568,23756,900,12846,1500,10318,1750
183071,2019,15685,32195,1000,11452,2651,11704,4501
183080,2019,14440,23330,1310,11350,2330,11350,2330
183211,2019,33540,33540,1200,13570,2302,10218,5102
183822,2019,30310,30310,1339,12300,2862,13528,1873
183910,2019,35740,35740,2600,12415,3400,15000,4200
183974,2019,33492,33492,900,11788,3960,12080,4614
184348,2019,40960,40960,1200,14672,1982,14672,4542
184603,2019,42220,42220,1230,13670,2856,13716,2856
184612,2019,35000,35000,1300,13140,3470,13800,1780
184694,2019,44720,44720,1230,13716,2856,13716,2856
184773,2019,33610,33610,1350,11200,6600,9882,6600
184782,2019,14000,22832,1850,14603,5185,17961,5328
185129,2019,12414,22220,1200,14574,4708,14574,4708
185262,2019,12595,19771,1000,14802,2281,10971,3580
185572,2019,39592,39592,996,14520,3946,9238,4266
185590,2019,13073,21033,1240,15675,2120,13068,6830
185828,2019,17674,33386,2900,13900,4100,14600,6300
186131,2019,52800,52800,1050,17150,3150,.,.
186186,2019,11500,11500,200,7500,3800,14560,3800
186201,2019,14678,24229,1593,12840,3293,11427,6614
186283,2019,44460,44460,1500,15390,2500,10020,2500
186371,2019,15264,31500,1350,12691,3625,16434,6041
186380,2019,15407,32189,1350,13075,3625,16434,6041
186399,2019,14826,31608,1350,13929,3625,16434,6041
186432,2019,38760,38760,1000,15950,1300,7500,2900
186584,2019,43780,43780,1000,15222,3000,15222,3700
186618,2019,34226,34226,1300,12744,4908,11578,4908
186867,2019,54014,54014,1200,15770,1050,15770,1050
